- Manilla VIP | Description: Manilla tipo VIP para eventos
- IMPRESION, CALANDRA Y TELA PLUTON ANCHO 1,50 M) | Description: null
- IMPRESION, CALANDRA,  TELA COBIJA ANCHO 1,50 M) | Description: null
- IMPRESION, CALANDRA, CONFECCION Y TELA CERRO SPORT ANCHO 1,50 M) | Description: null
- Vinilo Brillante/Mate Laminado Tornasol + Semicorte 60cm ancho | Description: null
- Banner | Description: null
- Banner Laminado | Description: null
- Panaflex | Description: null
- Panaflex Laminado | Description: null
- Película Frosted | Description: null
- Vinilo Brillante/Mate Fotoluminiscente 60cm | Description: null
- Vinilo Brillante/Mate Laminado Fotoluminiscente + Semicorte 60cm | Description: null
- Vinilo Microperforado | Description: null
- Roll Up 2x1m con Impresión Banner | Description: null
- Roll Up 2x1m con Impresión Tela | Description: null
- Araña 2x1m con Impresión Banner | Description: null
- Araña 2x1m con Impresión Tela | Description: null
- Impresión Vinilo Laminado + Poli cal 10 - 1 cara | Description: null
- Impresión Vinilo Laminado + Poli cal 20 - 1 cara | Description: null
- Impresión Vinilo Laminado + Poli cal 30 - 1 cara | Description: null
- Impresión Vinilo Laminado + Poli cal 40 - 1 cara | Description: null
- Impresión Vinilo Laminado + Poli cal 60 - 1 cara | Description: null
- Impresión Vinilo Laminado + Poli cal 80 - 1 cara | Description: null
- DTF UV | Description: null
- DTF Textil | Description: null
- Tarjetas Brillantes | Description: null
- Tarjetas Mate UV | Description: null
- Tarjetas Imanadas Brillantes | Description: null
- Memoria USB 16 GB FULL | Description: null
- Memoria USB 32 GB FULL | Description: null
- Memoria USB 64 GB FULL | Description: null
- Mug Sencillo | Description: null
- Mug Mágico | Description: null
- Mug Interno Color | Description: null
- Mug Tintero | Description: null
- Mug Tintero Interno Color | Description: null
- Mug con Cuchara | Description: null
- Gorra Dril Bordada | Description: null
- Gorra Dril 5 Paneles Bordada | Description: null
- Gorra Unicolor DTF Textil | Description: null
- Gorra Dril 5 Paneles DTF Textil | Description: null
- Gorra Frente Blanco Sublimada | Description: null
- Chaqueta | Description: null
- Chaleco | Description: null
- Rompevientos | Description: null
- Bordado Adicional Grande | Description: null
- Bordado Adicional Pequeño | Description: null
- Programa de bordado (cargo adicional) | Description: null
- Vinilo Brillante/Mate sin laminar | Description: null
- Vinilo Brillante/Mate Semicorte sin laminar | Description: null
- Vinilo Brillante/Mate Laminado | Description: null
- Vinilo Brillante/Mate Laminado + Semicorte | Description: null
- Vinilo Brillante/Mate Laminado Escarcha | Description: null
- Vinilo Brillante/Mate Laminado Escarcha + Semicorte | Description: null
- Vinilo Brillante/Mate Tornasol 60cm de ancho | Description: null
- Despunte Imán Adicional | Description: null
- Despunte Normal Adicional | Description: null
- Troquel Adicional | Description: null
- Volante Carta 4x4 (full color ambas caras) | Description: null
- Volante Carta 4x0 (full color 1 cara) | Description: null
- Volante Media Carta 4x4 (full color ambas caras) | Description: null
- Volante Media Carta 4x0 (full color 1 cara) | Description: null
- Volante 1/4 de Carta 4x4 (full color ambas caras) | Description: null
- Volante 1/4 de Carta 4x0 (full color 1 cara) | Description: null
- Talonario Media Carta (Original + 1 Copia) | Description: null
- Talonario 1/4 de Carta (Original + 1 Copia) | Description: null
- Cuaderno Argollado - Base 80 hojas (precio por unidad, sin adicionales) | Description: null
- Cuaderno Argollado - Base 100 hojas (precio por unidad, sin adicionales) | Description: null
- Cuaderno Argollado - Base 120 hojas (precio por unidad, sin adicionales) | Description: null
- Adicional: 1 inserto (impresión interna) | Description: null
- Adicional: 2 insertos (impresión interna) | Description: null
- Adicional: 3 insertos (impresión interna) | Description: null
- Adicional: 4 insertos (impresión interna) | Description: null
- Adicional: 8 insertos (impresión interna) | Description: null
- Adicional: Filtro UV | Description: null
- Adicional: Guardas para Argollado | Description: null
- Adicional: Guardas para Cosido | Description: null
- Adicional: Cosido | Description: null
- Adicional: Diseño | Description: null
- CÓMO ARMAR EL PRECIO DE UN CUADERNO | Description: Para cotizar un cuaderno: 1) Identificar tamaño (1/2 Carta, 1/2 Octavo o Carta) y volumen del pedido (20, 50, 100, 200, 300, 500 o 1000). 2) Tomar el precio BASE según número de hojas (80, 100 o 120) para ese tamaño y volumen - esto es obligatorio. 3) Sumar insertos si el cliente quiere fotos/diseños internos (1, 2, 3, 4 u 8 insertos). 4) Sumar Filtro UV si lo solicita. 5) Sumar Guardas para Argollado O Guardas para Cosido (son alternativos, no se suman los dos). 6) Sumar Cosido si aplica. 7) Sumar Diseño si el volumen es 20-200 cuadernos (no hay valor confirmado para 300, 500 y 1000). El precio final del cuaderno es la SUMA de todos los componentes elegidos, multiplicada por la cantidad de cuadernos del lote.
